商品[       150101]-[      6000183] ＊＊ 商品ﾌﾟﾙｰﾌﾘｽﾄ ＊＊ DATE : 2025/04/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商品CD,商品名ｶﾅ,商品名,商品名(略),商品名入力,相手先商品番号,JANｺｰﾄﾞ,大分類,中分類,課税区分,在庫管理,入荷残管理,売上残管理,入数,単位,標準在庫数,標準原価,定価,登録日,最終更新日,経理ｺｰﾄﾞ,科目名,仕入先ｺｰﾄﾞ,仕入先名,備考,仕様,種別コード,種別名,管理部署コード,管理部署名,棚番,品　名,軽減税率区分,平均売値,単重,分類１CD,分類１名,分類２CD,分類２名,分類３CD,分類３名,分類４CD,分類４名
4000396,ＴＥＡＥＴコウチャテ,TEAET 紅茶ティーバッグ3g外装付き,TEAET 紅茶ﾃｨｰﾊﾞｯｸﾞ3g,入力する,93,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,19.37,200,2017/11/27,2024/9/17,     ,,       ,,,TEAET、3g,2,半製品,2,小売支援課,,外装付き、紅茶,1 軽減税率,,,2,ティーバッグ,25,TB紅茶,2,M(無薬相当品),,
4000399,ＴＥＡＥＴワンポイン,M TEAETワンポイントシール,M TEAETﾜﾝﾎﾟｲﾝﾄｼｰﾙ,入力する,09498-5044,, 18 シ-ル,  1 資材,1 外税,管理する,管理する,管理する,,,,0.89,,2017/12/10,2024/9/17,4334,容器包装費,1058,㈱丸信,,丸信/TEAETワンポイント,3,原材料,2,小売支援課,,シール,0 通常,,,,,,,,,,
4000400,シール(ＴＥＡＥＴ,シール(TEAET/ｳｰﾛﾝﾌﾞﾗｯｸﾃｨｰ)/新生社,ｼｰﾙ(TEAET/ｳｰﾛﾝﾌﾞﾗｯｸﾃ,入力する,SS-3,, 18 シ-ル,  1 資材,1 外税,管理する,管理する,管理する,,,,8.33,,2017/12/18,2024/9/17,4334,容器包装費,1075,㈲志布志新生社印刷,,新生社印刷/TEAETｳｰﾛﾝﾌﾞﾗｯｸﾃｨｰ,3,原材料,2,小売支援課,,シール,0 通常,,,,,,,,,,
4000401,シール(ＴＥＡＥＴ,シール(TEAET/大隅ジンジャー)/新生社,ｼｰﾙ(TEAET/大隅ｼﾞﾝｼﾞｬ,入力する,SS-4,, 18 シ-ル,  1 資材,1 外税,管理する,管理する,管理する,,,,8.33,,2017/12/18,2024/9/17,4334,容器包装費,1075,㈲志布志新生社印刷,,新生社印刷/TEAET大隅ジンジャー,3,原材料,2,小売支援課,,シール,0 通常,,,,,,,,,,
4000402,シール(ＴＥＡＥＴ,シール(TEAET/紅茶ティーバッグ)新生社,ｼｰﾙ(TEAET/紅茶ﾃｨｰﾊﾞｯ,入力する,SS-5,, 18 シ-ル,  1 資材,1 外税,管理する,管理する,管理する,,,,8.33,,2017/12/18,2024/9/17,4334,容器包装費,1075,㈲志布志新生社印刷,,新生社印刷/TEAET紅茶ティーバッグ,3,原材料,2,小売支援課,,シール,0 通常,,,,,,,,,,
4000403,シール(ＴＥＡＥＴ,シール(TEAET/大隅ゆず)/新生社,ｼｰﾙ(TEAET/大隅ゆず)/,入力する,SS-6,, 18 シ-ル,  1 資材,1 外税,管理する,管理する,管理する,,,,8.33,,2017/12/18,2024/9/17,4334,容器包装費,1075,㈲志布志新生社印刷,,新生社印刷/TEAET大隅ゆず,3,原材料,2,小売支援課,,シール,0 通常,,,,,,,,,,
4000405,ＴＥＡＥＴフレーバー,TEAETﾌﾚｰﾊﾞｰｸﾞﾘｰﾝﾃｨ(大隅ゆず)3g外装付,TEAETﾌﾚｰﾊﾞｰｸﾞﾘｰﾝﾃｨ(,入力する,042/506,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,20.49,200,2017/12/26,2024/9/17,     ,,       ,,,TEAET、3g、ティーバッグ,2,半製品,2,小売支援課,,TEAETフレーバーグリーンティ大隅ゆず,1 軽減税率,,,2,ティーバッグ,21,TBフレーバーグリーンティ,2,M(無薬相当品),,
4000406,シール,Mほうじ茶シール(華)30×30,Mほうじ茶ｼｰﾙ(華)30×,入力する,09498-5045,, 18 シ-ル,  1 資材,1 外税,管理する,管理する,管理する,,,,3.7,,2017/12/28,2024/9/17,4334,容器包装費,1058,㈱丸信,,丸信/Mほうじ茶(華)30×30　09498-5045,3,原材料,3,製造1課,,シール,0 通常,,,,,,,,,,
4000407,シール,Mほうじ茶シール(芳)30×30,Mほうじ茶ｼｰﾙ(芳)30×,入力する,09498-5046,, 18 シ-ル,  1 資材,1 外税,管理する,管理する,管理する,,,,3.7,,2017/12/28,2024/9/17,4334,容器包装費,1058,㈱丸信,,丸信/Mほうじ茶(芳)30×30　09498-5046,3,原材料,3,製造1課,,シール,0 通常,,,,,,,,,,
4000410,ＴＥＡＥＴシオリ６オ,TEAET　しおり6折/新生社(大隅ローズ),ﾊﾟﾝﾌﾚｯﾄ/小(TEAET)6折,入力する,SS-8(大隅ローズ),4933378083466, 20 荷造り,  1 資材,1 外税,管理する,管理する,管理する,,,,16.5,,2018/2/4,2024/11/14,4334,容器包装費,1075,㈲志布志新生社印刷,,新生社/(TEAET)6折,3,原材料,2,小売支援課,,パンフレット/小,0 通常,,,,,,,,,,
4000411,チャックツキジョウチ,チャック付蒸着スタンド袋 黒120×200,ﾁｬｯｸ付蒸着ｽﾀﾝﾄﾞ袋 黒,入力する,50345,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,26.3,,2018/2/4,2024/9/17,4334,容器包装費,1010,㈱清和,店舗用紅茶の茶袋,清和/黒120×200　50345,3,原材料,3,製造1課,,チャック付蒸着スタンド袋,0 通常,,,,,,,,,,
4000416,ＴＥＡＥＴパンフレッ,TEAET　パンフレット(大)/新生社,ﾊﾟﾝﾌﾚｯﾄ/大(TEAET)/新,入力する,SS-9,, 20 荷造り,  1 資材,1 外税,管理する,管理する,管理する,,,,43.33,,2018/2/22,2024/11/14,4404,広告宣伝費,1075,㈲志布志新生社印刷,,新生社/(TEAET)大,3,原材料,2,小売支援課,,パンフレット/大,0 通常,,,,,,,,,,
4000419,ハコ,M　会葬品箱　追憶(緑),M 会葬品箱 追憶(緑),入力する,09498-7039,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,32,,2018/3/9,2024/11/14,4334,容器包装費,1058,㈱丸信,,丸信/追憶(緑),3,原材料,1,卸課,,会葬品箱,0 通常,,,,,,,,,,
4000420,アルミＮＹブクロ,500gアルミNY袋/清和,500gｱﾙﾐNY袋/清和,入力する,221,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,32,,2018/3/11,2024/9/17,4334,容器包装費,1010,㈱清和,無地銀袋,清和/500g 221,3,原材料,3,製造1課,,アルミNY袋,0 通常,,,,,,,,,,
4000421,ツヤガシヨウケース,M通夜菓子用ケース(紺),M通夜菓子用ｹｰｽ(紺),入力する,09498-7040,, 20 荷造り,  1 資材,1 外税,管理する,管理する,管理する,,,,12,,2018/3/15,2024/11/14,4334,容器包装費,1058,㈱丸信,単価が違う新しい品番で入荷予定あり,丸信/(紺)　09498-7040,3,原材料,1,卸課,,通夜菓子ケース,0 通常,,,,,,,,,,
4000422,シオリ(ブツヨウ),枝折り(仏用)5×7/新生社印刷,枝折り(仏用)5×7/新,入力する,新しおり,, 20 荷造り,  1 資材,1 外税,管理する,管理する,管理する,,,,2,,2018/3/15,2024/11/14,4334,容器包装費,1075,㈲志布志新生社印刷,,新生社/枝折り(仏用)5×7,3,原材料,1,卸課,,しおり,0 通常,,,,,,,,,,
4000424,シール,かごしま紅茶シール/吉村,かごしま紅茶ｼｰﾙ,入力する,,, 18 シ-ル,  1 資材,1 外税,管理する,管理する,管理する,,,,21,,2018/3/15,2025/2/28,4334,容器包装費,1025,㈱吉村,,吉村/かごしま紅茶,3,原材料,2,小売支援課,,シール,0 通常,,,,,,,,,,
4000425,チャノツクダニヨウ,茶の佃煮用お茶/300g,茶の佃煮用お茶/300g,入力する,,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,233.99,700,2018/3/17,2024/9/17,     ,,       ,,蔵使用の佃煮の原料/蔵へ販売,300g、(袋:4602),1,製品,2,小売支援課,,茶の佃煮用お茶,1 軽減税率,,,5,その他,33,茶の佃煮用お茶,5,慣行品(上記以外),,
4000427,ゲンマイチャパウダー,玄米茶パウダー(上)_1kg_袋1093,玄米茶ﾊﾟｳﾀﾞｰ/1kg,入力する,048/502,4933378097593,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,1387.5,2800,2018/3/25,2024/12/7,     ,,       ,,リフィー様向け,1kg、(袋:1093),1,製品,2,小売支援課,,玄米茶パウダー(上),1 軽減税率,,,4,粉末,30,煎茶粉末-玄米粉末,5,慣行品(上記以外),,
4000429,シボリプレスヨウキ,絞りプレス容器,絞りﾌﾟﾚｽ容器,入力する,PS-M1408-H5,, 20 荷造り,  1 資材,1 外税,管理する,管理する,管理する,,,,89,,2018/3/27,2024/11/14,4334,容器包装費,1025,㈱吉村,,吉村/絞りプレス　PS-M1408-H5,3,原材料,2,小売支援課,,容器,0 通常,,,,,,,,,,
4000432,ジョウチャクヒラブク,新茶10g蒸着平袋/清和,新茶10g蒸着平袋/清和,入力する,21942,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,7,,2018/4/3,2024/9/17,4334,容器包装費,1010,㈱清和,,清和/新茶10g　21942,3,原材料,3,製造1課,,蒸着平袋,0 通常,,,,,,,,,,
4000435,チャエンノモリカラノ,茶園の森からの贈り物(特上深蒸し茶),茶園の森からの贈り物,入力する,YF28,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,10.3,,2018/4/6,2024/9/17,4334,容器包装費,1025,㈱吉村,,吉村/茶園の森からの贈り物(特上深蒸し茶)　YF28,3,原材料,3,製造1課,,茶袋,0 通常,,,,,,,,,,
4000436,チャエンノモリカラノ,茶園の森からの贈り物(上深蒸し茶),茶園の森からの贈り物,入力する,YF29,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,9.5,,2018/4/6,2024/9/17,4334,容器包装費,1025,㈱吉村,,吉村/茶園の森からの贈り物(上深蒸し茶)　YF29,3,原材料,3,製造1課,,茶袋,0 通常,,,,,,,,,,
4000437,チャエンノモリカラノ,茶園の森からの贈り物(深蒸し茶),茶園の森からの贈り物,入力する,YF30,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,9.85,,2018/4/6,2024/9/17,4334,容器包装費,1025,㈱吉村,,吉村/茶園の森からの贈り物(深蒸し茶)　YF30,3,原材料,3,製造1課,,茶袋,0 通常,,,,,,,,,,
4000438,チャエンノモリカラノ,茶園の森からの贈り物(上煎茶),茶園の森からの贈り物,入力する,YF31,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,9.75,,2018/4/6,2024/9/17,4334,容器包装費,1025,㈱吉村,,吉村/茶園の森からの贈り物(上煎茶)　YF31,3,原材料,3,製造1課,,茶袋,0 通常,,,,,,,,,,
4000439,チャエンノモリカラノ,茶園の森からの贈り物(煎茶),茶園の森からの贈り物,入力する,YF32,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,9.76,,2018/4/6,2024/9/17,4334,容器包装費,1025,㈱吉村,,吉村/茶園の森からの贈り物(煎茶)　YF32,3,原材料,3,製造1課,,茶袋,0 通常,,,,,,,,,,
4000440,ブツジヨウヒラブクロ,仏事用平袋なごみのとき(刷込なし),仏事用平袋なごみのと,入力する,TF-1,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,8.9,,2018/4/6,2024/9/17,4334,容器包装費,1019,㈱タマヤ,,タマヤ/なごみのとき(刷込なし)　TF-1,3,原材料,3,製造1課,,仏事用平袋,0 通常,,,,,,,,,,
4000441,ブツジヨウヒラブクロ,仏事用平袋なごみのとき(特上深むし茶),仏事用平袋なごみのと,入力する,TF-2,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,11.1,,2018/4/6,2024/9/17,4334,容器包装費,1019,㈱タマヤ,,タマヤ/なごみのとき(特上深むし茶)　TF-2,3,原材料,3,製造1課,,仏事用平袋,0 通常,,,,,,,,,,
4000442,ブツジヨウヒラブクロ,仏事用平袋なごみのとき(上深むし),仏事用平袋なごみのと,入力する,TF-3,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,11.1,,2018/4/6,2024/9/19,4334,容器包装費,1019,㈱タマヤ,,タマヤ/なごみのとき(上深むし)　TF-3,3,原材料,3,製造1課,,仏事用平袋,0 通常,,,,,,,,,,
4000443,ブツジヨウヒラブクロ,仏事用平袋なごみのとき(深むし茶),仏事用平袋なごみのと,入力する,TF-4,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,11.1,,2018/4/6,2024/9/19,4334,容器包装費,1019,㈱タマヤ,,タマヤ/なごみのとき(深むし茶)　TF-4,3,原材料,3,製造1課,,仏事用平袋,0 通常,,,,,,,,,,
4000444,ブツジヨウヒラブクロ,仏事用平袋なごみのとき(上煎茶),仏事用平袋なごみのと,入力する,TF-5,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,11.1,,2018/4/6,2024/9/19,4334,容器包装費,1019,㈱タマヤ,,タマヤ/なごみのとき(上煎茶)　TF-5,3,原材料,3,製造1課,,仏事用平袋,0 通常,,,,,,,,,,
4000453,ＴＥＡＥＴ,M TEAET TBカートン,M TEAET TBｶｰﾄﾝ,入力する,09498-7041,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,26.7,,2018/4/20,2024/11/14,4334,容器包装費,1058,㈱丸信,,丸信/TEAET TB,3,原材料,2,小売支援課,,カートン,0 通常,,,,,,,,,,
4000454,シール,1JSﾗﾍﾞﾗｰ用ｼｰﾙ(賞味期限)黒強粘/吉村,1JSﾗﾍﾞﾗｰ用ｼｰﾙ(賞味期,入力する,特注,, 18 シ-ル,  1 資材,1 外税,管理する,管理する,管理する,,,,0.23,,2018/4/25,2024/11/14,4334,容器包装費,1025,㈱吉村,,吉村/(賞味期限)黒強粘　1巻1000枚,3,原材料,1,卸課,,1JSラベラー用シール,0 通常,,,,,,,,,,
4000457,ウーロンブラック,ウーロンブラック094_1kg_袋1093,ｳｰﾛﾝﾌﾞﾗｯｸ/1kg,入力する,94,4933378097722,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,2542.5,4700,2018/5/11,2024/12/7,     ,,       ,,フランス向け,1kg、(袋:1093),1,製品,2,小売支援課,,原料　TEAETウーロンブラック(TB)-M,1 軽減税率,,,1,リーフ,16,ウーロンブラックティ,2,M(無薬相当品),,
4000459,ウーロンブラック,ウーロンブラックジンジャー_1kg_袋222,ｳｰﾛﾝﾌﾞﾗｯｸｼﾞﾝｼﾞｬｰ/1kg,入力する,095/507,4933378097746,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,4875.6,5350,2018/5/11,2024/9/19,     ,,       ,,フランス向け,1kg、(袋:222),1,製品,2,小売支援課,,ウーロンブラックジンジャー-M,1 軽減税率,,,1,リーフ,17,ﾌﾚｰﾊﾞｰｳｰﾛﾝﾌﾞﾗｯｸﾃｨ,2,M(無薬相当品),,
4000462,ホウジチャ,ほうじ茶　白,ほうじ茶 白,入力する,YF33,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,47.5,,2018/5/29,2024/9/19,     ,,1025,㈱吉村,,吉村/白　YF33,3,原材料,3,製造1課,,ほうじ茶袋,0 通常,,,,,,,,,,
4000463,ホウジチャ,ほうじ茶　オレンジ,ほうじ茶 ｵﾚﾝｼﾞ,入力する,YF34,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,47.5,,2018/5/29,2024/9/19,     ,,1025,㈱吉村,,吉村/オレンジ　YF34,3,原材料,3,製造1課,,ほうじ茶袋,0 通常,,,,,,,,,,
4000464,アラビキチャ,あらびき茶(特)30g×2袋・緑(薫)4g,あらびき茶(特)30g×2,入力する,,4933378097807,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,287.06,,2018/6/4,2024/9/19,     ,,       ,,Amazon用,あらびき茶(特)30g×2袋・緑(薫)一煎パック4g,7,セット商品,2,小売支援課,,アマゾン,1 軽減税率,,,,,,,,,,
4000465,アラビキチャ,あらびき茶(特)2g/20個・緑(薫)4g,あらびき茶(特)2g/20,入力する,,4933378097814,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,302.33,,2018/6/4,2024/9/19,     ,,       ,,Amazon用,あらびき茶(特)2g/20個・緑(薫)一煎パック4g,7,セット商品,2,小売支援課,,アマゾン,1 軽減税率,,,,,,,,,,
4000466,アラビキチャ,あらびき茶(特)60g缶入り・緑(薫)4g,あらびき茶(特)/60g缶,入力する,,4933378097821,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,298.32,,2018/6/4,2024/9/19,     ,,       ,,Amazon用,あらびき茶(特)60g缶入・緑(薫)一煎パック4g,7,セット商品,2,小売支援課,,アマゾン,1 軽減税率,,,,,,,,,,
4000467,アラビキチャ,あらびき(特)30gほうじ粉末30g緑(薫)4g,あらびき(特)30gほう,入力する,,4933378097838,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,252.91,,2018/6/4,2024/9/19,     ,,       ,,Amazon用,あらびき茶(特)30g・ほうじ粉末30g・緑(薫)一煎パック4g,7,セット商品,2,小売支援課,,アマゾン,1 軽減税率,,,,,,,,,,
4000469,ホウジフンマツ,ほうじ粉末30g×2・緑(薫)4g,ほうじ粉末30g×2･緑(,入力する,,4933378097852,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,218.76,,2018/6/4,2024/9/19,     ,,       ,,Amazon用,ほうじ粉末30g、緑(薫)一煎パック4g,7,セット商品,2,小売支援課,,アマゾン,1 軽減税率,,,,,,,,,,
4000472,ベニフウキ,べにふうき60g(粉末)缶入・緑(薫)4g,べにふうき/60g(粉末),入力する,,4933378097883,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,288.78,,2018/6/4,2024/9/19,     ,,       ,,Amazon用,べにふうき/60g(粉末)缶入り、緑(薫)一煎パック4g,7,セット商品,2,小売支援課,,アマゾン,1 軽減税率,,,,,,,,,,
4000476,ハッソウヨウカミブク,発送用紙袋(58207),発送用紙袋(58207),入力する,58207,, 10 その他,  4 その他,1 外税,管理する,管理する,管理する,,,,31.5,50,2018/6/29,2024/9/19,4205,荷造包装費,1010,㈱清和,ゆうパケット対応,清和/発送用　255×30×305　58207,3,原材料,2,小売支援課,,紙袋,0 通常,,,,,,,,,,
4000479,ワイヤーツキカクゾコ,ワイヤー付角底袋　白　窓付,ﾜｲﾔｰ付角底袋 白 窓付,入力する,50494,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,37,,2018/7/11,2024/9/19,4334,容器包装費,1010,㈱清和,ティーアロマ用,清和/白　窓付　90×55×170　50494,3,原材料,2,小売支援課,,ワイヤー付角底袋,0 通常,,,,,,,,,,
4000481,エイサイモノガタリ,栄西物語(薫)TB3gバラ,栄西物語(薫)TB3gﾊﾞﾗ,入力する,,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,10.26,28,2018/7/25,2024/9/19,     ,,       ,,香港ティーハウス向け(特上煎茶),3gバラ,2,半製品,2,小売支援課,,栄西物語(薫),1 軽減税率,,,2,ティーバッグ,19,TB緑茶,2,M(無薬相当品),,
4000483,チャックツキジョウチ,チャック付蒸着スタンド袋 白 120×200,ﾁｬｯｸ付蒸着ｽﾀﾝﾄﾞ袋 白,入力する,50351,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,29.5,,2018/7/26,2024/9/19,4334,容器包装費,1010,㈱清和,ウーロン紅茶(店舗)用,清和/白 120×200　50351,3,原材料,3,製造1課,,チャック付蒸着スタンド袋,0 通常,,,,,,,,,,
4000484,シール,かごしまウーロン紅茶シール/吉村,かごしまｳｰﾛﾝ紅茶ｼｰﾙ/,入力する,,, 18 シ-ル,  1 資材,1 外税,管理する,管理する,管理する,,,,19,,2018/7/26,2024/9/19,4334,容器包装費,1025,㈱吉村,,吉村/かごしまウーロン紅茶,3,原材料,2,小売支援課,,シール,0 通常,,,,,,,,,,
4000486,ホウジチャ,ほうじ茶(芳)035_50g_袋10327,ほうじ茶(芳) 50g,入力する,35,4933378098095,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,75.5,200,2018/8/4,2024/9/20,     ,,       ,,ロシア向け,50g(袋:10327),1,製品,2,小売支援課,,原料 ほうじ茶(芳)-M,1 軽減税率,,,1,リーフ,7,ほうじ茶,2,M(無薬相当品),,
4000487,タンザク,たんざく(ほんのきもちです),たんざく(ほんのきも,入力する,3752,, 20 荷造り,  1 資材,1 外税,管理する,管理する,管理する,,,,9,,2018/8/13,2024/11/14,4334,容器包装費,1025,㈱吉村,1包＝100枚,吉村/(ほんのきもちです)　3752,3,原材料,2,小売支援課,,短冊,0 通常,,,,,,,,,,
4000488,シール,シール(茶福),ｼｰﾙ(茶福),入力する,7737,, 18 シ-ル,  1 資材,1 外税,管理する,管理する,管理する,,,,7,,2018/8/13,2024/9/20,4334,容器包装費,1025,㈱吉村,1包＝200枚、1シート＝4枚,吉村/(茶福)　7737,3,原材料,2,小売支援課,,シール,0 通常,,,,,,,,,,
4000489,ＴＥＡＥＴフレーバー,TEAETﾌﾚｰﾊﾞｰｸﾞﾘｰﾝﾃｨ(ﾛｰｽﾞ)5g外装付,TEAETﾌﾚｰﾊﾞｰｸﾞﾘｰﾝﾃｨ(ﾛ,入力する,003/512,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,54.28,500,2018/8/21,2024/9/20,     ,,       ,,,TEAET、5g,2,半製品,2,小売支援課,,TEAETフレーバーグリーンティ(ローズ),1 軽減税率,,,1,リーフ,14,フレーバーグリーンティ,5,慣行品(上記以外),,
4000491,チャックツキスタンド,チャック付スタンドパッククラフト100g,ﾁｬｯｸ付ｽﾀﾝﾄﾞﾊﾟｯｸｸﾗﾌﾄ1,入力する,5165,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,27,,2018/8/31,2024/9/20,4334,容器包装費,1019,㈱タマヤ,,タマヤ/クラフト　100g　5165,3,原材料,3,製造1課,,チャック付スタンドパック,0 通常,,,,,,,,,,
4000495,チャックツキスタンド,チャック付スタンドパック(濃草),ﾁｬｯｸ付ｽﾀﾝﾄﾞﾊﾟｯｸ 濃草,入力する,7170,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,30,,2018/9/12,2024/9/20,4334,容器包装費,1025,㈱吉村,,吉村/濃草　7170,3,原材料,3,製造1課,,チャック付スタンドパック,0 通常,,,,,,,,,,
4000496,シール,シール(TEAET/ローズ)/新生社,ｼｰﾙ(TEAET/ﾛｰｽﾞ)/新生,入力する,,, 18 シ-ル,  1 資材,1 外税,管理する,管理する,管理する,,,,8.33,,2018/9/20,2024/9/20,4334,容器包装費,1075,㈲志布志新生社印刷,バラの学校原料使用のローズ用,新生社印刷/TEAETローズ,3,原材料,2,小売支援課,,シール,0 通常,,,,,,,,,,
4000498,フリーズドライ,フリーズドライ京懐石とうふ,ﾌﾘｰｽﾞﾄﾞﾗｲ京懐石とう,入力する,681106,, 28 仕入れ,  1 仕入れ,1 外税,管理する,管理する,管理する,,,,75,120,2018/9/25,2024/9/20,4203,その他仕入,       ,,,マルコメ/京懐石とうふ　681105,3,原材料,1,卸課,,みそ汁、フリーズドライ,1 軽減税率,,,,,,,,,,
4000499,アジツケノリ,味付のり 旭洋味朝食1P8切5枚,味付のり 旭洋味朝食1,入力する,232834,, 28 仕入れ,  1 仕入れ,1 外税,管理する,管理する,管理する,,,,38,,2018/9/25,2024/9/20,4203,その他仕入,1085,株式会社　クリエイト企画,,クリエイト/旭洋味朝食1P8切5枚　232834,3,原材料,1,卸課,,味付のり,1 軽減税率,,,,,,,,,,
4000500,センチャ/サクラティ,煎茶/サクラティ原料X2505/1kg(バルク),煎茶/ｻｸﾗﾃｨ緑茶原料/X,入力する,23,4933378098231,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,470,850,2018/9/27,2024/9/20,     ,,       ,,日本緑茶センター向け,1kg単価、バルク,1,製品,2,小売支援課,,番茶-E,1 軽減税率,,,1,リーフ,4,番茶,2,M(無薬相当品),,
4000501,アルミＮＹフクロ,200gアルミNY袋,200gｱﾙﾐNY袋,入力する,181,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,15,,2018/9/29,2024/9/20,4334,容器包装費,1010,㈱清和,サンプル作成用に購入,清和/200g　181,3,原材料,3,製造1課,,アルミNY袋,0 通常,,,,,,,,,,
4000502,チャックツキクラフト,チャック付クラフトALスタンド袋 10240,ﾁｬｯｸ付ｸﾗﾌﾄALｽﾀﾝﾄﾞ袋,入力する,10240,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,39.2,,2018/9/29,2024/9/20,4334,容器包装費,1010,㈱清和,,清和/200×260　10240,3,原材料,3,製造1課,,チャック付クラフトALスタンド袋,0 通常,,,,,,,,,,
4000503,アラビキゲンマイチャ,あらびき玄米茶(粉末)スタンドチャック,あらびき玄米茶ｽﾀﾝﾄﾞﾁ,入力する,YF35,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,35.5,,2018/9/29,2024/9/20,4334,容器包装費,1025,㈱吉村,,吉村/あらびき玄米茶(粉末)　YF35,3,原材料,3,製造1課,,スタンドチャック,0 通常,,,,,,,,,,
4000505,ゲンマイチャパウダー,玄米茶パウダー_4g_袋11489,玄米茶ﾊﾟｳﾀﾞｰ 4g,入力する,047/502,4933378098286,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,21.34,50,2018/10/7,2024/9/20,     ,,       ,,サンプル用に変更,4g、(袋:11489),1,製品,2,小売支援課,,あらびき玄米茶,1 軽減税率,,,4,粉末,30,煎茶粉末-玄米粉末,2,M(無薬相当品),,
4000506,ジョウセンチャ,会葬品内袋　上煎茶50g(袋:TF-5),会葬品内袋 上煎茶50g,入力する,12,,  9 内袋,  1 お茶,1 外税,管理する,管理する,管理する,,,,96.6,200,2018/10/18,2024/11/14,     ,,       ,,,50g、(袋:TF-5),2,半製品,1,卸課,,会葬品内袋,1 軽減税率,,,1,リーフ,1,煎茶,5,慣行品(上記以外),,
4000507,アラビキゲンマイチャ,あらびき玄米茶30g×2袋・緑(薫)4g,あらびき玄米茶30g×2,入力する,,4933378098323,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,245.3,1040,2018/10/18,2024/9/20,     ,,       ,,Amazon向け,あらびき玄米茶30g×2・緑(薫)一煎パック4g,7,セット商品,2,小売支援課,,アマゾン,1 軽減税率,,,,,,,,,,
4000508,アラビキ(トク)・アラ,あらびき(特)･あらびき玄米30g緑(薫)4g,あらびき(特)･あらび,入力する,,4933378098330,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,266.18,1040,2018/10/18,2024/9/20,     ,,       ,,Amazon向け,あらびき茶(特)30g・あらびき玄米茶30g・緑(薫)4g,7,セット商品,2,小売支援課,,アマゾン,1 軽減税率,,,,,,,,,,
4000509,リョクチャ(セツダン,緑茶(切断・粉末)118_1kg #,緑茶(切断･粉末) 1kg,入力する,118,4933378098347,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,3065.5,4562,2018/10/18,2024/9/20,     ,,       ,,大海酒造向け,1kg、大海酒造用、(ドリップ3：ほうじ粉末1),1,製品,2,小売支援課,,TEAETﾘｰﾌ切断(ドリップ)、ほうじ粉末,1 軽減税率,,,5,その他,38,大海酒造用お茶,5,慣行品(上記以外),,
